Processor Speed,Processor Cores,RAM Gbs,Storage Gbs,Display Inches,GPU Model,USB Ports,Operating System,Weight,url,Battery mAh
,8,16,512,15.6,NVidia GeForce RTX,3,,,https://www.pccomponentes.com/hp-omen-17-db0004ns-amd-ryzen-7-8845hs-32gb-1tb-ssd-rtx-4070-173,
4.6GHz,8,16,512,15.6,,5,Windows 11 Home,1.65,https://www.pccomponentes.com/lenovo-v15-g4-iru-intel-core-i5-13420h-16-gb-512gb-ssd-156,
2.0 GHz,4,8,256,14,Intel Iris Xe Graphics,4,,1.7,https://www.pccomponentes.com/portatil-asus-vivobook-f1504va-nj1705-intel-core-i7-1355u-16gb-1tb-ssd-156,
Base speed not specified,4,8,256,14,,2,Windows 11 Home,1.59,https://www.pccomponentes.com/portatil-hp-15-fc0089ns-amd-ryzen-7-7730u-16gb-1tb-ssd-156,
,8,16,512,15.6,NVidia GeForce RTX,3,,4,https://www.pccomponentes.com/pccom-revolt-4070-intel-core-i9-14900hx-32gb-1tb-ssd-rtx-4070-173-windows-11-home,90
3.5 GHz,,16,512,15.6,AMD Radeon,4,Windows 11 Profesional,1.8,https://www.pccomponentes.com/portatil-vanwin-notebook-360-gris-amd-ryzen-3-3200u-16gb-512gb-ssd-156-tactil,
3.70GHz,10,16,512,15.6,Intel Iris Xe,4,Windows 11 Home,1.65,https://www.pccomponentes.com/lenovo-v15-g4-iru-intel-core-i7-1355u-16-gb-512gb-ssd-156,
,4,16,512,14,AMD Radeon 890M,3,Windows 11 Home,1.5,https://www.pccomponentes.com/portatil-asus-zenbook-s-16-oled-um5606wa-rk053w-amd-ryzen-ai-9-hx-370-32gb-1tb-ssd-16,
4.40GHz,6,8,256,15.6,Intel UHD Graphics,5,Windows 11 Home,1.7,https://www.pccomponentes.com/lenovo-v15-g3-iap-intel-core-i3-1215u-8gb-256gb-ssd-156,
,8,16,,15.6,RTX 4080 Ti,3,,2.2,https://www.pccomponentes.com/portatil-asus-tuf-gaming-a15-fa507nvr-lp070-amd-ryzen-7-7435hs-32gb-1tb-ssd-rtx-4060-156,
4.7GHz,,32GB,1TB,15.6,Intel Iris Xe Graphics,3,,1.78kg,https://www.pccomponentes.com/portatil-acer-aspire-3-a315-59-78ns-intel-core-i7-1255u-32gb-1tb-ssd-156,
2.5 GHz,4,16 GB,1 TB,15.6,Intel Iris Xe,3,None,1.7 Kg,https://www.pccomponentes.com/alurin-flex-advance-intel-core-i5-1155g7-16gb-1tb-ssd-156,4000
,8,8,256,15.3,,2,macOS Sonoma,,https://www.pccomponentes.com/portatil-apple-macbook-air-apple-m3-8-nucleos-16gb-256gb-ssd-gpu-10-nucleos-153-gris-espacial,
2.5 GHz,4,32 GB,1 TB,15.6,Intel Iris Xe,3,None,1.7,https://www.pccomponentes.com/portatil-alurin-flex-advance-intel-core-i7-1255u-32gb-1tb-156,4000
2.5,4,8,512,14,,3,Windows 11 Pro,1.66,https://www.pccomponentes.com/portatil-dell-inspiron-3530-intel-core-i5-1334u-8gb-512gb-ssd-156,
,8,8,256,15.3,Apple GPU,2,macOS,,https://www.pccomponentes.com/apple-macbook-air-apple-m3-8gb-512gb-ssd-gpu-10-nucleos-153-plata,
,8,64,8,16,NVIDIA GeForce RTX 3080 Ti,4,macOS,2.15,https://www.pccomponentes.com/portatil-apple-macbook-pro-apple-m4-max-14-nucleos-36gb-1tb-ssd-gpu-32-nucleos-16-negro-espacial,
,8,64,1000,16,Integrated Graphics (no specific model mentioned),4,macOS,2.15,https://www.pccomponentes.com/portatil-apple-macbook-pro-apple-m4-pro-14-nucleos-48gb-512gb-ssd-gpu-20-nucleos-16-negro-espacial,
,,16,512,15.6,NVidia GeForce RTX,3,Windows,,https://www.pccomponentes.com/portatil-acer-gaming-nitro-v-16-anv16-41-amd-ryzen-7-8845hs-32gb-1tb-ssd-rtx-4060-16,
2.4,4,8,512,14,,3,FreeDOS,1.59,https://www.pccomponentes.com/hp-15-fd0073ns-intel-core-i3-n305-8gb-512gb-ssd-156,
,8,16,,15.6,RTX 4080 Ti,3,,4,https://www.pccomponentes.com/portatil-lenovo-legion-slim-5-gen-9-16ahp9-amd-ryzen-7-8845hs-32gb-1tb-ssd-rtx-4070-16,
Base speed,128,32,1,16,NVIDIA GeForce RTX 4070,6,Windows 11 Home 64 bits,1.9,https://www.pccomponentes.com/asus-vivobook-pro-16x-oled-k6604ji-mx007w-intel-core-i9-13980hx-32gb-1tb-ssd-rtx-4070-16,
5.1GHz,16,32,1,14,Integrated Intel Arc Graphics,4,Windows 11 Home,1.65,https://www.pccomponentes.com/asus-zenbook-duo-ux8406ma-pz244w-intel-evo-edition-intel-core-ultra-9-185h-32gb-1tb-ssd-14-tactil,
1.1 GHz,2,8 GB,256 GB,14 inches,Intel UHD Graphics 600,3,Sin sistema operativo,1.35 kg,https://www.pccomponentes.com/alurin-go-start-intel-celeron-n4020-8gb-256gb-ssd-14,
5.2 GHz,8,32,1,17.3,NVIDIA GeForce RTX 4060,4,FreeDOS,2.7,https://www.pccomponentes.com/portatil-msi-katana-a17-ai-b8vf-876xes-amd-ryzen-9-8945hs-32gb-1tb-ssd-rtx-4060-173,
,,,,,NVidia RTX 4080 Ti,2+1 Type-C (no especificado),,,https://www.pccomponentes.com/asus-rog-zephyrus-g14-2024-oled-ga403uv-qs022-amd-ryzen-9-8945hs-32gb-1tb-ssd-rtx-4060-14,
,8,16,256,15.3,,,macOS Sonoma,,https://www.pccomponentes.com/portatil-apple-macbook-air-apple-m3-8-nucleos-16gb-256gb-ssd-gpu-10-nucleos-153-plata,
,,16,512,13.4,Intel Arc Graphics,3,,1.2,https://www.pccomponentes.com/portatil-lg-gram-16zd90s-gax75b-intel-core-ultra-7-155h-16gb-512gb-ssd-16,
,8,16,512,15.6,NVidia GeForce RTX 4080 Ti,3,,,https://www.pccomponentes.com/portatil-lenovo-loq-15ahp9-amd-ryzen-7-8845hs-16gb-1tb-ssd-rtx-4060-156,
2 GHz,,16 GB,512 GB,15.6 inches,AMD Radeon Graphics,3,Windows 11 Home,1.65 kg,https://www.pccomponentes.com/portatil-lenovo-v15-g4-abp-amd-ryzen-7-7730u-16-gb-512gb-ssd-156,
,8,8,256,13.6,,,macOS Sonoma,,https://www.pccomponentes.com/portatil-apple-macbook-air-apple-m3-8-nucleos-24gb-512gb-ssd-gpu-10-nucleos-136-blanco-estrella,
,,8,256,13.6,,,M3,,https://www.pccomponentes.com/apple-macbook-air-apple-m3-8gb-512gb-ssd-gpu-10-nucleos-136-medianoche,
5 GHz,10 núcleos,16 GB,512 GB,15.6 inches,Intel Iris Xe,3,,1.59 kg,https://www.pccomponentes.com/hp-15-fd0010ns-intel-core-i7-1355u-16gb-512gb-ssd-156,
,,,,,NVidia RTX 4080 Ti,,,,https://www.pccomponentes.com/portatil-hp-victus-16-r1035ns-intel-core-i7-14650hx-32gb-1tb-ssd-rtx-4070-161,
4.3 GHz,4,16 GB,512 GB,15.6 inches,AMD Radeon 610M,3,,1.63 kg,https://www.pccomponentes.com/portatil-asus-vivobook-go-15-e1504fa-nj1354-amd-ryzen-5-7520u-16gb-512gb-ssd-156,
,8,16,512,14,Intel Arc 140T,5,Windows 11 Home,1.28,https://www.pccomponentes.com/portatil-asus-zenbook-14-oled-ux3405ca-pz283w-intel-evo-core-ultra-7-255h-16gb-1tb-ssd-14-tactil,
,12,64,512,14,Apple M1 Pro,4,macOS,1.6,https://www.pccomponentes.com/portatil-apple-macbook-pro-apple-m4-pro-14-nucleos-24gb-1tb-ssd-gpu-20-nucleos-14-plata,
3.40GHz,8,16,512,15.6,NVidia GeForce RTX 3050,4,,2.1,https://www.pccomponentes.com/portatil-acer-gaming-nitro-v-15-anv15-51-intel-core-i5-13420h-16gb-512gb-ssd-rtx-3050-156,
,,,1000,,Nvidia GeForce RTX serie 40,4,Windows,1.63,https://www.pccomponentes.com/portatil-hp-omen-transcend-14-fb0000ns-intel-ultra-7-155h-16gb-1tb-ssd-rtx-4060-14-3-meses-pc-game-pass,
2.4,4,8,512,15.6,,,Windows 11 Home,1.79,https://www.pccomponentes.com/portatil-hp-pavilion-16-ag0012ns-amd-ryzen-7-8840u-16gb-1tb-ssd-16,
2.9 GHz,6,32,1000,15.6,,5,Windows 11 Pro,1.8,https://www.pccomponentes.com/portatil-vanwin-grey-intel-core-i9-8950hk-32gb-1tb-ssd-156,
,,,256,13.6,,,macOS Sonoma,,https://www.pccomponentes.com/portatil-apple-macbook-air-apple-m3-8-nucleos-24gb-512gb-ssd-gpu-10-nucleos-136-plata,
4.40GHz,6,8,256,15.6,Intel UHD Graphics,5,,1.7,https://www.pccomponentes.com/lenovo-v15-g3-iap-intel-core-i3-1215u-8-gb-256gb-ssd-156,
,,,,15.6,,3,Windows,2.4 kg,https://www.pccomponentes.com/msi-creator-z17-hx-studio-a14vgt-275es-intel-core-i9-14900hx-32gb-1tb-ssd-rtx-4070-17-tactil,
,8,8,256,15.3,,,,,https://www.pccomponentes.com/apple-macbook-air-apple-m3-8gb-256gb-ssd-gpu-10-nucleos-153-plata,
up to 4 GHz,4,8,512,15.6,AMD Radeon,3,Windows 11 Home 64 Bits,1.59,https://www.pccomponentes.com/hp-15-fc0006ns-amd-ryzen-3-7320u-8gb-512gb-ssd-156,
,,64,512,16,,,macOS,2.15,https://www.pccomponentes.com/portatil-apple-macbook-pro-apple-m4-pro-14-nucleos-48gb-512gb-ssd-gpu-20-nucleos-16-plata,
4.6GHz,8C,8GB,512GB,14,,4,Windows 11 Home,1.43kg,https://www.pccomponentes.com/portatil-lenovo-v14-g4-iru-intel-core-i5-13420h-8gb-512gb-ssd-14,
,8,16,512,15.6,NVidia GeForce RTX 4080 Ti,4,,,https://www.pccomponentes.com/portatil-pccom-revolt-4060-intel-core-i9-14900hx-32-gb-1tb-ssd-rtx-4060-173,76800
4.5,8,16,512,16,AMD Radeon RX 7600S,3,Sin SO,2.2,https://www.pccomponentes.com/portatil-asus-tuf-gaming-a16-advantage-edition-fa617nsr-rl059-amd-ryzen-7-7435hs-16gb-512gb-ssd-rx-7600s-16,
up to 4.6 GHz,8,32,1000,16,Intel Arc,3,Windows 11 Home,1.6,https://www.pccomponentes.com/portatil-acer-swift-go-16-oled-sfg16-72-intel-evo-core-ultra-9-185h-32gb-1tb-ssd-16,
,16,64 GB,1 TB,15.6 inches,GeForce RTX 4080 Ti,4,Windows,,https://www.pccomponentes.com/portatil-asus-tuf-gaming-a14-fa401wv-rg010w-amd-ryzen-ai-9-hx-370-32gb-1tb-ssd-rtx-4060-14,
5.1GHz,16,32,1024,14,,4,Windows 11 Home,1.65,https://www.pccomponentes.com/portatil-asus-zenbook-duo-ux8406ca-pz154w-intel-evo-core-ultra-9-285h-32gb-1tb-ssd-14-tactil,
1.8~2.2 GHz,4,16,512,14,NVidia GeForce RTX 4080 Ti,5,Windows 11 Home + Office 365,2.1,https://www.pccomponentes.com/gigabyte-aero-16-oled-bkf-73es994so-intel-core-i7-13700h-16gb-1tb-ssd-rtx-4060-16,
,4,16,500,15.6,Intel Iris Xe,3,,1.7,https://www.pccomponentes.com/alurin-flex-advance-intel-core-i5-1155g7-16gb-500gb-ssd-156,4000
base speed,8,16,512,15.6,NVidia GeForce RTX 4080 Ti,4,,,https://www.pccomponentes.com/portatil-gigabyte-aorus-16x-9sg-43esc64sh-intel-core-i7-13650hx-32gb-1tb-ssd-rtx-4070-16,
,,64,1000,,NVidia RTX 4080,3,,2.39,https://www.pccomponentes.com/hp-omen-16-wf1002ns-intel-core-i9-14900hx-32gb-1tb-ssd-rtx-4080-161,
2.0 GHz,8,16,512,16,Integrated AMD Radeon Graphics,4,,1.6,https://www.pccomponentes.com/portatil-lg-ultra-16ud70r-gax76b-amd-ryzen-7-7730u-16gb-512gb-ssd-16,
4.6GHz,8,8,512,15.6,Intel UHD,4,Windows 11 Home,1.65,https://www.pccomponentes.com/lenovo-v15-g4-iru-intel-core-i5-13420h-8gb-512gb-ssd-156,
4.8GHz,16,32,1TB,13.3,Intel Arc Graphics,3,Windows 11 Pro,1.39 kg,https://www.pccomponentes.com/msi-summit-e13-ai-evo-a1mtg-023es-intel-evo-core-ultra-7-155h-32gb-1tb-ssd-133-tactil,
,,,,,NVidia GeForce RTX,3,Windows,,https://www.pccomponentes.com/portatil-asus-proart-px13-oled-hn7306wu-lx009w-amd-ryzen-ai-9-hx-365-24gb-1tb-ssd-rtx-4050-133-tactil,
,4,16,1,15.6,Intel Iris Xe Graphics,5,Windows 11,1.75,https://www.pccomponentes.com/alurin-zenith-intel-core-i5-1235u-16gb-1tb-ssd-156-windows-11-home,
,6,,,14,,2,Windows 11 Home,1.59,https://www.pccomponentes.com/portatil-hp-15-fd0180ns-intel-core-i5-1334u-16gb-1tb-ssd-156,
5 GHz,10,16,512,15.6,Intel Iris Xe,3,Windows 11 Home 64 Bits,1.74,https://www.pccomponentes.com/hp-pavilion-15-eg3014ns-intel-core-i7-1355u-16gb-512gb-ssd-156,
,,,,,NVidia RTX 4080 Ti,4,Windows,3.5 kg,https://www.pccomponentes.com/portatil-hp-pavilion-plus-16-16-ab1004ns-intel-core-ultra-7-155h-32gb-1tb-ssd-rtx-4050-16,
2.5,8,16,512,14,,3,,1.6,https://www.pccomponentes.com/portatil-lg-ultra-16ud70r-gax56b-amd-ryzen-5-7530u-16gb-512gb-ssd-16,9360
4.5GHz,6,16GB,512GB,15.6,Integrated Intel UHD Graphics,4,Windows 11 Home 64 Bits,1.65kg,https://www.pccomponentes.com/portatil-lenovo-v15-g4-iru-intel-core-i3-1315u-16gb-512-gb-ssd-156,
,4,8,256,15.6,Intel UHD,4,Windows 11 Home 64 Bits,1.87,https://www.pccomponentes.com/medion-akoya-e15423-md62540-intel-core-i3-1115g4-8gb-256gb-ssd-156,
,8,16,1,15.6,NVidia GeForce RTX,4,,,https://www.pccomponentes.com/pccom-legend-4070-intel-core-i9-14900hx-32gb-2tb-ssd-rtx-4070-16-windows-11-home,90
,2,8,128,14,Intel UHD Graphics,4,ChromeOS,1.45,https://www.pccomponentes.com/portatil-asus-chromebook-cx1400fka-ec0214-intel-celeron-n4500-8gb-128gb-emmc-14-tactil,
Base speed: 2.7 GHz,8,16,,15.6,,3,Windows 11 Pro,1.66,https://www.pccomponentes.com/portatil-dell-inspiron-3530-intel-core-i7-1355u-16gb-1tb-ssd-156,
4.7 GHz,10,32 GB,1 TB,15.6 inches,Intel Iris Xe Graphics,3,FreeDOS,1.74 kg,https://www.pccomponentes.com/portatil-hp-250-g9-intel-core-i7-1255u-32gb-1-tb-ssd-156,
4.3 GHz,12,16 GB,512 GB,16,Integrated Intel,5,Windows 11 Home,1.77 kg,https://www.pccomponentes.com/portatil-hp-pavilion-16-oled-16-af0018ns-intel-core-ultra-5-125u-16gb-512gb-ssd-16,
,8,32,1,16.1,GeForce RTX,0,,,https://www.pccomponentes.com/hp-victus-gaming-16-s0030ns-amd-ryzen-7-7840hs-32gb-1tb-ssd-rtx-4070-161,
2.3GHz,6,8,256,15.6,AMD Radeon™ Graphics,5,Windows® 11 Pro,1.7,https://www.pccomponentes.com/lenovo-thinkbook-15-g4-aba-amd-ryzen-5-5625u-8gb-256gb-ssd-156,
,4,16,512,14,,3,Windows 11 Pro,1.81,https://www.pccomponentes.com/portatil-lenovo-thinkpad-e16-gen-2-intel-core-ultra-7-155h-32gb-1tb-ssd-16,
,8,16,512,13.3,Intel Arc 140T,4,Windows 11 Home,1.65,https://www.pccomponentes.com/portatil-asus-zenbook-duo-ux8406ca-pz009w-intel-core-ultra-9-285h-32gb-2tb-ssd-14-tactil,
2.4 GHz,,8,256,14,,3,FreeDOS,1.59,https://www.pccomponentes.com/hp-15-fc0056ns-amd-ryzen-3-7320u-8gb-512gb-ssd-156,
3.70GHz,10,16,1,17.3,Intel Iris Xe Graphics,5,Windows 11 Home,2.1,https://www.pccomponentes.com/asus-vivobook-17-f1704va-au188w-intel-core-i7-1355u-16gb-1tb-ssd-173,
,,,,15.6,NVidia GeForce RTX 4080 Ti,3,,,https://www.pccomponentes.com/portatil-acer-gaming-nitro-v-15-anv15-51-96c3-intel-core-i9-13900h-32gb-1tb-ssd-rtx-4060-156,
,Dual Core,8,256,15.6,Intel UHD Graphics 600,4,Windows 11 Home,1.7,https://www.pccomponentes.com/alurin-go-start-n24-intel-celeron-n4020-8gb-256gb-ssd-156-windows-11-home,5000
,8,16,1024,16,NVIDIA GeForce RTX 4070,6,Windows 11 Home,2.3,https://www.pccomponentes.com/portatil-gigabyte-aorus-16x-asg-53esc54sh-intel-core-i7-14650hx-16gb-1tb-ssd-rtx-4070-16,
1.4GHz,16,32,512,16,Intel Arc Graphics,6,Windows 11 Home,1199,https://www.pccomponentes.com/portatil-lg-gram-16z90s-intel-evo-core-ultra-7-155h-32gb-512gb-ssd-16,
,,,,,RTX 4080 Ti,Multiple,Windows (assumed from NVIDIA Studio),approximately 3.5 kg,https://www.pccomponentes.com/portatil-msi-creator-pro-16-ai-studio-a1vkg-207es-intel-core-ultra-9-185h-64gb-2tb-ssd-rtx-3000-16,
4.5GHz,8,16,512,15.6,AMD Radeon Graphics,5,Windows 11 Home (64 bits),1.7,https://www.pccomponentes.com/asus-vivobook-15-m1502ya-nj147w-amd-ryzen-7-7730u-16gb-512gb-ssd-156,
,4,16,1,15.6,Intel Iris Xe Graphics,7,Windows 11,1.75,https://www.pccomponentes.com/portatil-alurin-zenith-intel-core-i5-1235u-16gb-1tb-ssd-156-windows-11-home-pccom-essential-maletin,
base speed instead of boost/turbo,8,16,512,14,,3,Windows 11 Pro,1.66,https://www.pccomponentes.com/portatil-dell-inspiron-3530-intel-core-i5-1334u-16gb-1tb-ssd-156,
3.4,8,16,512,14,Qualcomm Adreno,3,Windows 11 Home,1.34,https://www.pccomponentes.com/portatil-hp-omnibook-x-14-fe1000ns-qualcomm-snapdragon-x-plus-x1p-42-100-16gb-512gb-ssd-14,
,8,16,1000,15.6,Intel UHD Graphics,3,Windows 11 Home,1.62,https://www.pccomponentes.com/portatil-lenovo-ideapad-slim-3-15irh8-intel-core-i7-13620h-16-gb-1-tb-ssd-156,
1.2 GHz,6,16,512,14,Integrated Intel UHD Graphics,4,Windows 11 Home,1.43,https://www.pccomponentes.com/portatil-lenovo-v14-g4-iru-intel-core-i3-1315u-16gb-512gb-ssd-14,
2.5,4,8,256,14,Intel UHD Graphics,3,Windows 11 Home,1.7,https://www.pccomponentes.com/portatil-asus-vivobook-15-f1504va-nj1712w-intel-core-i5-1334u-16gb-512gb-ssd-156,
,8,16,512,14,No GPU mentioned,2,Windows 11 Home,1.42,https://www.pccomponentes.com/portatil-asus-vivobook-s-15-oled-s5507qa-ma001w-qualcomm-snapdragon-x-elite-x1e-78-100-32gb-1tb-ssd-156,
,8,8,256,15.3,,,M3 chip,,https://www.pccomponentes.com/apple-macbook-air-apple-m3-8gb-256gb-ssd-gpu-10-nucleos-153-gris-espacial,
4GHz,,16 GB,1 TB,13 inches,Integrated Qualcomm Adreno™,2,Windows 11 Home,0.895 kg,https://www.pccomponentes.com/portatil-microsoft-surface-pro-11-oled-negro-qualcomm-snapdragon-x-elite-x1e-80-100-16gb-1tb-ssd-13-tactil,
,8,16,512,15.6,NVidia GeForce RTX 4080 Ti,4,,3.5,https://www.pccomponentes.com/pccom-legend-4070-intel-core-i9-14900hx-32gb-2tb-ssd-rtx-4070-16,90
5.0 GHz,16,,,17.3,NVIDIA RTX 4070,,,,https://www.pccomponentes.com/pccom-revolt-4070-qhd-intel-core-i7-13700hx-32gb-1tb-ssd-rtx-4070-173,
,,,,,NVidia RTX,3,Windows (presumably),,https://www.pccomponentes.com/portatil-asus-proart-p16-oled-h7606wi-me035x-amd-ryzen-ai-9-hx-370-32gb-1tb-ssd-rtx-4070-16-tactil,
4.5GHz,8,16,512,15.6,AMD Radeon Graphics,5,Sin Sistema Operativo,1.7,https://www.pccomponentes.com/asus-vivobook-15-m1502ya-nj151-amd-ryzen-7-7730u-16gb-512gb-ssd-156,
up to 3.8 GHz,8,8,512,15.6,Integrated Intel UHD Graphics,4,,1.63,https://www.pccomponentes.com/portatil-asus-vivobook-go-15-e1504ga-nj633-intel-core-i3-n305-8gb-512gb-ssd-156,
3.70GHz,14,16,1TB,15.6,NVIDIA GeForce RTX 4060,5,Windows 11 Home,2.25kg,https://www.pccomponentes.com/gigabyte-aorus-15-bkf-73es754sh-intel-core-i7-13700h-16gb-1tb-ssd-rtx-4060-156,
4.4 GHz,10,8,512,15.6,Intel Iris Xe,3,FreeDOS (SIN SISTEMA OPERATIVO),1.69,https://www.pccomponentes.com/hp-15s-fq5075ns-intel-core-i5-1235u-8gb-512gb-ssd-156,
4.8 GHz,16,32 GB,1 TB,14,Intel Arc (integrados),4,Windows 11 Pro,1.41 kg,https://www.pccomponentes.com/portatil-hp-elitebook-840-g11-intel-core-ultra-7-155h-32gb-1tb-ssd-14,
4.7 GHz,8,16,512,,,3,Windows,1.87,https://www.pccomponentes.com/portatil-hp-envy-x360-16-ac0005ns-intel-core-ultra-7-155u-16gb-1tb-ssd-16-tactil,
,10,32,1,13.5,Intel Iris Xe,4,Windows 11 Pro,990,https://www.pccomponentes.com/portatil-hp-dragonfly-g4-intel-core-i7-1355u-32gb-1tb-ssd-windows-11-pro,
,8,16,0,15.6,Intel UHD Graphics,3,,1.62,https://www.pccomponentes.com/portatil-lenovo-ideapad-slim-3-15irh8-035-intel-core-i7-13620h-16gb-1tb-ssd-156-pt,47
,,16,512,14,,3,Windows 11 Pro,1.81,https://www.pccomponentes.com/portatil-lenovo-thinkpad-e16-gen-2-intel-core-ultra-5-125u-16gb-512gb-ssd-16,57000
,,,,,NVidia GeForce RTX 4080 Ti,,Windows 10/11,2.5 kg,https://www.pccomponentes.com/msi-creator-pro-16-ai-studio-a1vmg-096es-intel-core-ultra-9-185h-64gb-2tb-ssd-rtx-5000-16,
4.2GHz,2,8GB,512GB,15.6,Intel UHD,5,Sin Sistema Operativo,1.77kg,https://www.pccomponentes.com/primux-ioxbook-k15-intel-core-i5-1135g7-8gb-512gb-ssd-156,
,16,64,1000,14.9,NVidia,4,Windows 11 Home,1.95,https://www.pccomponentes.com/portatil-asus-rog-zephyrus-g16-oled-gu605cw-qr120w-intel-core-ultra-9-285h-32gb-2tb-ssd-rtx-5080-16,
up to 5GHz,16,64,,17.3,NVidia GeForce RTX 4080 Ti,4,,,https://www.pccomponentes.com/portatil-asus-tuf-gaming-a14-2024-fa401uv-rg002-amd-ryzen-7-8845hs-32gb-1tb-ssd-rtx-4060-14,
4.90GHz,10,16,1,15.6,NVidia GeForce RTX 4060,5,FreeDos,2.2,https://www.pccomponentes.com/asus-tuf-gaming-f15-tuf507vv-lp193-intel-core-i7-13620h-16gb-1tb-ssd-rtx-4060-156,
4.8 GHz,16,32,1,15.6,Intel Iris Xe Graphics,,Sin sistema operativo,1.59,https://www.pccomponentes.com/portatil-hp-15-fd1008np-intel-core-ultra-7-155h-32gb-1tb-ssd-156-pt,
4.5 GHz,8,32 GB,512 GB,15.6,AMD Radeon,3,Windows 11 Home,1.52 kg,https://www.pccomponentes.com/hp-255-g10-amd-ryzen-7-7730u-32gb-512gb-ssd-156,
4.8 GHz,12,16,1,16,Integrated Intel,5,Windows 11 Home,1.77,https://www.pccomponentes.com/portatil-hp-pavilion-16-oled-16-af0019ns-intel-core-ultra-7-155u-16gb-1tb-ssd-16,
2.0 GHz,4,8,256,13.3,,2,Windows 11 Home,1.51,https://www.pccomponentes.com/hp-pavilion-x360-14-ek1044ns-intel-core-i5-1335u-16gb-512gb-ssd-14-tactil,
1.2GHz,14,16,512,14,Intel Arc Graphics,4,Windows 11 Home,1120,https://www.pccomponentes.com/portatil-lg-gram-14z90s-gaa55b-intel-evo-core-ultra-5-125h-16gb-512gb-ssd-14,
2.1GHz,12,16,512,14,Integrated Intel UHD Graphics,4,Windows 11 Home,1.43,https://www.pccomponentes.com/portatil-lenovo-v14-g4-iru-intel-core-i5-13420h-16gb-512gb-ssd-14,
2.90 GHz,2,16,512,15.6,Intel Ultra HD (integrated),4,Windows 11 Pro,1.57,https://www.pccomponentes.com/portatil-vanwin-intel-celeron-n5095-16gb-512gb-ssd-156-negro,
,8,,,15.6,NVidia GeForce RTX 3070 Ti,3,,3.42,https://www.pccomponentes.com/portatil-asus-rog-strix-g18-g815lw-s9046-intel-core-ultra-9-275hx-32gb-1tb-ssd-rtx-5080-18,90000
,4,8,256,13.9,Intel Iris Xe Graphics,4,Windows 11 Home,1.4,https://www.pccomponentes.com/portatil-asus-vivobook-14-f1404za-nk697w-intel-core-i7-1255u-16gb-512gb-ssd-14,
,8,8,256,15.3,,2,M3,,https://www.pccomponentes.com/portatil-apple-macbook-air-apple-m3-8-nucleos-24gb-512gb-ssd-gpu-10-nucleos-153-blanco-estrella,
,8,8,256,15.3,,2,M3 de Apple,,https://www.pccomponentes.com/apple-macbook-air-apple-m3-16gb-512gb-ssd-gpu-10-nucleos-153-blanco-estrella,
,8,8,256,15.3,,2,M3,,https://www.pccomponentes.com/apple-macbook-air-apple-m3-8gb-256gb-ssd-gpu-10-nucleos-153-medianoche,
,8,64,512,16,,,macOS,2.15,https://www.pccomponentes.com/portatil-apple-macbook-pro-apple-m4-pro-14-nucleos-24gb-512gb-ssd-gpu-20-nucleos-16-plata,
,Total number of cores not specified,8,512,15.6,NVIDIA GeForce RTX,2,,,https://www.pccomponentes.com/hp-omen-17-db0000ns-amd-ryzen-5-8645hs-16gb-512gb-ssd-rtx-4050-173,
4.6 GHz,10,16 GB,512 GB,15.6,Intel Iris Xe,3,Windows 11 Home 64 Bits,1.74 kg,https://www.pccomponentes.com/hp-pavilion-15-eg3005ns-intel-core-i5-1335u-16gb-512gb-ssd-156,
"4,3 GHz",12,16,512,14,Intel Graphics,5,Windows 11 Pro,1.39,https://www.pccomponentes.com/portatil-hp-probook-440-g11-intel-core-ultra-5-125u-16-gb-512gb-ssd-14,
1.4GHz,16,32,2048,15.63,Intel Arc Graphics,6,Windows 11 Home,1199,https://www.pccomponentes.com/portatil-lg-gram-16z90s-intel-evo-core-ultra-7-155h-32gb-2tb-ssd-16,
5.00GHz,10,16,512,14,,5,Windows 11 Pro,1.4,https://www.pccomponentes.com/portatil-lenovo-thinkpad-l14-g4-intel-core-i7-1355u-16gb-512gb-ssd-14,
,,,,,,,Windows,,https://www.pccomponentes.com/portatil-lenovo-thinkpad-p1-gen-7-intel-core-ultra-7-165h-32gb-1tb-ssd-rtx-4070-16,
4.5,6,8,512,14,Integrated Intelu00ae UHD Graphics,4,Windows 11 Home,1.43,https://www.pccomponentes.com/portatil-lenovo-v14-g4-iru-intel-core-i3-1315u-8gb-512gb-ssd-14,
2.1 GHz,8,8,512,14,,4,,1.43,https://www.pccomponentes.com/portatil-lenovo-v14-g4-iru-intel-core-i5-13420h-8gb-512-gb-ssd-14,
,8,16,0,14,,3,Windows 11 Home,1.49,https://www.pccomponentes.com/portatil-lenovo-yoga-7-2-in-1-14iml9-oled-intel-core-ultra-7-155h-32gb-1tb-ssd-14-tactil,71
4.90GHz,10,32,1TB,15.6,NVidia GeForce RTX 4060,4,SIN SISTEMA OPERATIVO,2.25,https://www.pccomponentes.com/msi-katana-15-b13vfk-487xes-intel-core-i7-13620h-32gb-1tb-ssd-rtx-4060-156,
,,,,,,,,2.5,https://www.pccomponentes.com/portatil-asus-proart-px13-oled-hn7306wv-lx011w-amd-ryzen-ai-9-hx-370-32gb-1tb-ssd-rtx-4060-133-tactil,
4.8 GHz,12,16,1,13.3,Integrated Intel Iris Xe Graphics,4,Windows 11 Home,1.1,https://www.pccomponentes.com/portatil-asus-zenbook-s-13-oled-ux5304ma-nq076w-intel-evo-core-ultra-7-155u-16gb-1tb-ssd-133,
